State,Condition,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
CA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,17,,04/01/2017,03/31/2018
GA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,24,,04/01/2017,03/31/2018
GU,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MP,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,25,,04/01/2017,03/31/2018
VA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,16,,04/01/2017,03/31/2018
VI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,20,,04/01/2017,03/31/2018
CA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,22,,04/01/2017,03/31/2018
GA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,26,,04/01/2017,03/31/2018
GU,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MP,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,20,,04/01/2017,03/31/2018
VA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,21,,04/01/2017,03/31/2018
GA,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,270,,04/01/2017,03/31/2018
VI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,24,,04/01/2017,03/31/2018
CA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,26,,04/01/2017,03/31/2018
GA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,22,,04/01/2017,03/31/2018
GU,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MP,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,18,,04/01/2017,03/31/2018
VA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,12,,04/01/2017,03/31/2018
VI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,26,,04/01/2017,03/31/2018
CA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,25,,04/01/2017,03/31/2018
GA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,30,,04/01/2017,03/31/2018
GU,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MP,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,24,,04/01/2017,03/31/2018
VA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,22,,04/01/2017,03/31/2018
VI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,33,,04/01/2017,03/31/2018
CA,Emergency Department,Average (median) time patients who came to the emergency department with broken bones had to wait before getting pain medication A lower number of minutes is better,OP_21,56,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
GA,Emergency Department,Average (median) time patients who came to the emergency department with broken bones had to wait before getting pain medication A lower number of minutes is better,OP_21,55,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
GU,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,Not Available,5 - Results are not available for this reporting period.,10/01/2017,03/31/2018
GU,Emergency Department,Average (median) time patients who came to the emergency department with broken bones had to wait before getting pain medication A lower number of minutes is better,OP_21,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MP,Emergency Department,Average (median) time patients who came to the emergency department with broken bones had to wait before getting pain medication A lower number of minutes is better,OP_21,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Emergency Department,Average (median) time patients who came to the emergency department with broken bones had to wait before getting pain medication A lower number of minutes is better,OP_21,57,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
VA,Emergency Department,Average (median) time patients who came to the emergency department with broken bones had to wait before getting pain medication A lower number of minutes is better,OP_21,38,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
VI,Emergency Department,Average (median) time patients who came to the emergency department with broken bones had to wait before getting pain medication A lower number of minutes is better,OP_21,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WA,Emergency Department,Average (median) time patients who came to the emergency department with broken bones had to wait before getting pain medication A lower number of minutes is better,OP_21,54,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
CA,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,2,,01/01/2017,12/31/2017
GA,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,3,,01/01/2017,12/31/2017
GU,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
MP,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
MS,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,3,,01/01/2017,12/31/2017
VA,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,1,,01/01/2017,12/31/2017
VI,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
WA,Emergency Department,Percentage of patients who left the emergency department before being seen Lower percentages are better,OP_22,3,,01/01/2017,12/31/2017
CA,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,73,,04/01/2017,03/31/2018
GA,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,68,,04/01/2017,03/31/2018
GU,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MP,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,72,,04/01/2017,03/31/2018
VA,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,73,,04/01/2017,03/31/2018
VI,Emergency Department,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,OP_23,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
UT,Heart Attack or Chest Pain,Median Time to Fibrinolysis,OP_1,32,,04/01/2017,03/31/2018
GU,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MP,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,162,,04/01/2017,03/31/2018
VA,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,246,,04/01/2017,03/31/2018
VI,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WA,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,OP_18c,218,,04/01/2017,03/31/2018
CA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,198,,04/01/2017,03/31/2018
GA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,218,,04/01/2017,03/31/2018
GU,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MP,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,122,,04/01/2017,03/31/2018
VA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,226,,04/01/2017,03/31/2018
VI,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),OP_18c_LOW_MIN,184,,04/01/2017,03/31/2018
CA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,218,,04/01/2017,03/31/2018
GA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,294,,04/01/2017,03/31/2018
GU,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MP,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,192,,04/01/2017,03/31/2018
VA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,247,,04/01/2017,03/31/2018
VI,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),OP_18c_MEDIUM_MIN,235,,04/01/2017,03/31/2018
CA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,258,,04/01/2017,03/31/2018
GA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,282,,04/01/2017,03/31/2018
GU,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MP,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,222,,04/01/2017,03/31/2018
VA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,237,,04/01/2017,03/31/2018
VI,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),OP_18c_HIGH_MIN,302,,04/01/2017,03/31/2018
CA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,310,,04/01/2017,03/31/2018
GA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,364,,04/01/2017,03/31/2018
GU,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MP,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,232,,04/01/2017,03/31/2018
VA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,276,,04/01/2017,03/31/2018
VI,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WA,Emergency Department,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),OP_18c_VERY_HIGH_MIN,324,,04/01/2017,03/31/2018
CA,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,93,26 - State and national averages include Department of Defense (DoD) hospital data.,10/01/2017,03/31/2018
GA,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,91,26 - State and national averages include Department of Defense (DoD) hospital data.,10/01/2017,03/31/2018
MP,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,Not Available,5 - Results are not available for this reporting period.,10/01/2017,03/31/2018
MS,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,90,26 - State and national averages include Department of Defense (DoD) hospital data.,10/01/2017,03/31/2018
VA,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,96,26 - State and national averages include Department of Defense (DoD) hospital data.,10/01/2017,03/31/2018
VI,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,Not Available,5 - Results are not available for this reporting period.,10/01/2017,03/31/2018
WA,Preventive Care,Patients assessed and given influenza vaccination Higher percentages are better,IMM_2,91,26 - State and national averages include Department of Defense (DoD) hospital data.,10/01/2017,03/31/2018
CA,Preventive Care,Healthcare workers given influenza vaccination Higher percentages are better,IMM_3_OP_27_FAC_ADHPCT,84,,10/01/2017,03/31/2018
GA,Preventive Care,Healthcare workers given influenza vaccination Higher percentages are better,IMM_3_OP_27_FAC_ADHPCT,91,,10/01/2017,03/31/2018
GU,Preventive Care,Healthcare workers given influenza vaccination Higher percentages are better,IMM_3_OP_27_FAC_ADHPCT,Not Available,5 - Results are not available for this reporting period.,10/01/2017,03/31/2018
MP,Preventive Care,Healthcare workers given influenza vaccination Higher percentages are better,IMM_3_OP_27_FAC_ADHPCT,Not Available,5 - Results are not available for this reporting period.,10/01/2017,03/31/2018
MS,Preventive Care,Healthcare workers given influenza vaccination Higher percentages are better,IMM_3_OP_27_FAC_ADHPCT,83,,10/01/2017,03/31/2018
VA,Preventive Care,Healthcare workers given influenza vaccination Higher percentages are better,IMM_3_OP_27_FAC_ADHPCT,89,,10/01/2017,03/31/2018
VI,Preventive Care,Healthcare workers given influenza vaccination Higher percentages are better,IMM_3_OP_27_FAC_ADHPCT,Not Available,5 - Results are not available for this reporting period.,10/01/2017,03/31/2018
WA,Preventive Care,Healthcare workers given influenza vaccination Higher percentages are better,IMM_3_OP_27_FAC_ADHPCT,91,,10/01/2017,03/31/2018
CA,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,3,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
GA,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,3,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
GU,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MP,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,6,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
VA,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,3,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
VI,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WA,Blood Clot Prevention and Treatment,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better,VTE_6,4,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
CA,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,1,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
GA,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,2,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
GU,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MP,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,2,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
VA,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,1,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
VI,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WA,Pregnancy and Delivery Care,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",PC_01,1,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
CA,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,85,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
GA,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,79,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
GU,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
MP,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
MS,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,90,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
VA,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,93,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
VI,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
WA,Colonoscopy care,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,OP_29,94,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
CA,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,78,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
GA,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,80,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
GU,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
MP,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
MP,Heart Attack or Chest Pain,Median Time to Fibrinolysis,OP_1,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,87,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
VA,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,84,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
VI,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
WA,Colonoscopy care,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,OP_30,90,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
CA,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,99,,01/01/2017,12/31/2017
GA,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,89,,01/01/2017,12/31/2017
GU,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
MP,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
MS,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,100,,01/01/2017,12/31/2017
