State,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
IL,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.691,,04/01/2017,03/31/2018
IN,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.942,,04/01/2017,03/31/2018
KS,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,1.014,,04/01/2017,03/31/2018
LA,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.907,,04/01/2017,03/31/2018
ME,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,1.176,,04/01/2017,03/31/2018
NC,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,1.059,,04/01/2017,03/31/2018
NM,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.942,,04/01/2017,03/31/2018
VA,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.902,,04/01/2017,03/31/2018
VI,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.562,,04/01/2017,03/31/2018
CT,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.885,,04/01/2017,03/31/2018
DC,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.719,,04/01/2017,03/31/2018
DE,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.654,,04/01/2017,03/31/2018
GU,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IN,SSI - Colon Surgery,HAI_3_SIR,0.936,,04/01/2017,03/31/2018
IA,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.495,,04/01/2017,03/31/2018
IL,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.571,,04/01/2017,03/31/2018
IN,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.760,,04/01/2017,03/31/2018
KS,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.712,,04/01/2017,03/31/2018
LA,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.710,,04/01/2017,03/31/2018
ME,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.671,,04/01/2017,03/31/2018
NC,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.898,,04/01/2017,03/31/2018
NM,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.549,,04/01/2017,03/31/2018
VA,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.723,,04/01/2017,03/31/2018
VI,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.868,,04/01/2017,03/31/2018
CT,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,1.085,,04/01/2017,03/31/2018
DC,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.849,,04/01/2017,03/31/2018
DE,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.710,,04/01/2017,03/31/2018
GU,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.661,,04/01/2017,03/31/2018
IL,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.755,,04/01/2017,03/31/2018
IN,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.791,,04/01/2017,03/31/2018
KS,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.874,,04/01/2017,03/31/2018
LA,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.833,,04/01/2017,03/31/2018
ME,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,1.256,,04/01/2017,03/31/2018
NC,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.889,,04/01/2017,03/31/2018
NM,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,1.062,,04/01/2017,03/31/2018
VA,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,1.006,,04/01/2017,03/31/2018
VI,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.981,,04/01/2017,03/31/2018
CT,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.225,,04/01/2017,03/31/2018
DC,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.028,,04/01/2017,03/31/2018
DE,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.968,,04/01/2017,03/31/2018
GU,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.790,,04/01/2017,03/31/2018
IL,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.819,,04/01/2017,03/31/2018
IN,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.877,,04/01/2017,03/31/2018
KS,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.019,,04/01/2017,03/31/2018
LA,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.922,,04/01/2017,03/31/2018
ME,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.564,,04/01/2017,03/31/2018
NC,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.960,,04/01/2017,03/31/2018
NM,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.273,,04/01/2017,03/31/2018
VA,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.101,,04/01/2017,03/31/2018
VI,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.765,,04/01/2017,03/31/2018
CT,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.957,,04/01/2017,03/31/2018
DC,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.695,,04/01/2017,03/31/2018
DE,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.507,,04/01/2017,03/31/2018
GU,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.549,,04/01/2017,03/31/2018
IL,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.696,,04/01/2017,03/31/2018
IN,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.712,,04/01/2017,03/31/2018
KS,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.745,,04/01/2017,03/31/2018
LA,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.751,,04/01/2017,03/31/2018
ME,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.997,,04/01/2017,03/31/2018
NC,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.822,,04/01/2017,03/31/2018
NM,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.878,,04/01/2017,03/31/2018
VA,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.918,,04/01/2017,03/31/2018
VI,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,SSI - Colon Surgery,HAI_3_SIR,1.104,,04/01/2017,03/31/2018
CT,SSI - Colon Surgery,HAI_3_SIR,0.861,,04/01/2017,03/31/2018
DC,SSI - Colon Surgery,HAI_3_SIR,0.903,,04/01/2017,03/31/2018
DE,SSI - Colon Surgery,HAI_3_SIR,0.683,,04/01/2017,03/31/2018
GU,SSI - Colon Surgery,HAI_3_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
KS,SSI - Colon Surgery,HAI_3_SIR,0.994,,04/01/2017,03/31/2018
LA,SSI - Colon Surgery,HAI_3_SIR,0.993,,04/01/2017,03/31/2018
ME,SSI - Colon Surgery,HAI_3_SIR,1.127,,04/01/2017,03/31/2018
NC,SSI - Colon Surgery,HAI_3_SIR,0.806,,04/01/2017,03/31/2018
NM,SSI - Colon Surgery,HAI_3_SIR,1.211,,04/01/2017,03/31/2018
VA,SSI - Colon Surgery,HAI_3_SIR,1.029,,04/01/2017,03/31/2018
VI,SSI - Colon Surgery,HAI_3_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.285,,04/01/2017,03/31/2018
CT,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.059,,04/01/2017,03/31/2018
DC,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.295,,04/01/2017,03/31/2018
DE,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.026,,04/01/2017,03/31/2018
GU,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.188,,04/01/2017,03/31/2018
IL,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.052,,04/01/2017,03/31/2018
IN,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.078,,04/01/2017,03/31/2018
KS,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.228,,04/01/2017,03/31/2018
LA,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.172,,04/01/2017,03/31/2018
ME,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.482,,04/01/2017,03/31/2018
NC,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,0.912,,04/01/2017,03/31/2018
NM,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.611,,04/01/2017,03/31/2018
VA,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.172,,04/01/2017,03/31/2018
VI,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.943,,04/01/2017,03/31/2018
CT,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.692,,04/01/2017,03/31/2018
DC,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.607,,04/01/2017,03/31/2018
DE,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.434,,04/01/2017,03/31/2018
GU,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.757,,04/01/2017,03/31/2018
IL,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.840,,04/01/2017,03/31/2018
IN,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.809,,04/01/2017,03/31/2018
KS,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.796,,04/01/2017,03/31/2018
LA,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.836,,04/01/2017,03/31/2018
ME,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.840,,04/01/2017,03/31/2018
NC,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.709,,04/01/2017,03/31/2018
NM,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.891,,04/01/2017,03/31/2018
VA,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.899,,04/01/2017,03/31/2018
VI,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.672,,04/01/2017,03/31/2018
CT,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.996,,04/01/2017,03/31/2018
DC,SSI - Abdominal Hysterectomy,HAI_4_SIR,1.024,,04/01/2017,03/31/2018
DE,SSI - Abdominal Hysterectomy,HAI_4_SIR,2.125,,04/01/2017,03/31/2018
GU,SSI - Abdominal Hysterectomy,HAI_4_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,SSI - Abdominal Hysterectomy,HAI_4_SIR,1.095,,04/01/2017,03/31/2018
IL,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.956,,04/01/2017,03/31/2018
IN,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.965,,04/01/2017,03/31/2018
KS,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.710,,04/01/2017,03/31/2018
LA,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.892,,04/01/2017,03/31/2018
ME,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.502,,04/01/2017,03/31/2018
NC,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.512,,04/01/2017,03/31/2018
NM,SSI - Abdominal Hysterectomy,HAI_4_SIR,1.453,,04/01/2017,03/31/2018
VA,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.856,,04/01/2017,03/31/2018
VI,SSI - Abdominal Hysterectomy,HAI_4_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,0.947,,04/01/2017,03/31/2018
CT,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.439,,04/01/2017,03/31/2018
DC,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,2.130,,04/01/2017,03/31/2018
DE,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,3.788,,04/01/2017,03/31/2018
GU,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.536,,04/01/2017,03/31/2018
IL,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.176,,04/01/2017,03/31/2018
IN,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.249,,04/01/2017,03/31/2018
KS,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.101,,04/01/2017,03/31/2018
LA,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.212,,04/01/2017,03/31/2018
ME,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.210,,04/01/2017,03/31/2018
NC,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,0.681,,04/01/2017,03/31/2018
NM,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,2.205,,04/01/2017,03/31/2018
VA,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.097,,04/01/2017,03/31/2018
VI,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.461,,04/01/2017,03/31/2018
CT,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.665,,04/01/2017,03/31/2018
DC,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.415,,04/01/2017,03/31/2018
DE,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,1.079,,04/01/2017,03/31/2018
GU,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.757,,04/01/2017,03/31/2018
IL,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.768,,04/01/2017,03/31/2018
IN,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.732,,04/01/2017,03/31/2018
KS,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.434,,04/01/2017,03/31/2018
LA,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.640,,04/01/2017,03/31/2018
ME,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.159,,04/01/2017,03/31/2018
NC,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.377,,04/01/2017,03/31/2018
NM,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.913,,04/01/2017,03/31/2018
VA,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.658,,04/01/2017,03/31/2018
VI,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,MRSA Bacteremia,HAI_5_SIR,0.719,,04/01/2017,03/31/2018
CT,MRSA Bacteremia,HAI_5_SIR,0.792,,04/01/2017,03/31/2018
DC,MRSA Bacteremia,HAI_5_SIR,0.912,,04/01/2017,03/31/2018
DE,MRSA Bacteremia,HAI_5_SIR,0.964,,04/01/2017,03/31/2018
GU,MRSA Bacteremia,HAI_5_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,MRSA Bacteremia,HAI_5_SIR,0.610,,04/01/2017,03/31/2018
IL,MRSA Bacteremia,HAI_5_SIR,0.571,,04/01/2017,03/31/2018
IN,MRSA Bacteremia,HAI_5_SIR,0.737,,04/01/2017,03/31/2018
KS,MRSA Bacteremia,HAI_5_SIR,0.751,,04/01/2017,03/31/2018
LA,MRSA Bacteremia,HAI_5_SIR,1.082,,04/01/2017,03/31/2018
ME,MRSA Bacteremia,HAI_5_SIR,0.776,,04/01/2017,03/31/2018
NC,MRSA Bacteremia,HAI_5_SIR,0.819,,04/01/2017,03/31/2018
NM,MRSA Bacteremia,HAI_5_SIR,0.483,,04/01/2017,03/31/2018
VA,MRSA Bacteremia,HAI_5_SIR,0.848,,04/01/2017,03/31/2018
VI,MRSA Bacteremia,HAI_5_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.905,,04/01/2017,03/31/2018
CT,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.990,,04/01/2017,03/31/2018
DC,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.183,,04/01/2017,03/31/2018
DE,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.344,,04/01/2017,03/31/2018
GU,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.800,,04/01/2017,03/31/2018
IL,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.659,,04/01/2017,03/31/2018
IN,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.865,,04/01/2017,03/31/2018
KS,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.982,,04/01/2017,03/31/2018
LA,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.247,,04/01/2017,03/31/2018
ME,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.121,,04/01/2017,03/31/2018
NC,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.918,,04/01/2017,03/31/2018
NM,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.748,,04/01/2017,03/31/2018
VA,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.976,,04/01/2017,03/31/2018
VI,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.564,,04/01/2017,03/31/2018
CT,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.625,,04/01/2017,03/31/2018
DC,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.690,,04/01/2017,03/31/2018
DE,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.670,,04/01/2017,03/31/2018
GU,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.456,,04/01/2017,03/31/2018
IL,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.493,,04/01/2017,03/31/2018
IN,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.625,,04/01/2017,03/31/2018
KS,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.564,,04/01/2017,03/31/2018
LA,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.935,,04/01/2017,03/31/2018
ME,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.518,,04/01/2017,03/31/2018
NC,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.729,,04/01/2017,03/31/2018
NM,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.295,,04/01/2017,03/31/2018
VA,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.733,,04/01/2017,03/31/2018
VI,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,Clostridium Difficile (C.Diff),HAI_6_SIR,0.923,,04/01/2017,03/31/2018
CT,Clostridium Difficile (C.Diff),HAI_6_SIR,0.876,,04/01/2017,03/31/2018
DC,Clostridium Difficile (C.Diff),HAI_6_SIR,0.909,,04/01/2017,03/31/2018
DE,Clostridium Difficile (C.Diff),HAI_6_SIR,0.763,,04/01/2017,03/31/2018
GU,Clostridium Difficile (C.Diff),HAI_6_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,Clostridium Difficile (C.Diff),HAI_6_SIR,0.849,,04/01/2017,03/31/2018
IL,Clostridium Difficile (C.Diff),HAI_6_SIR,0.936,,04/01/2017,03/31/2018
IN,Clostridium Difficile (C.Diff),HAI_6_SIR,0.799,,04/01/2017,03/31/2018
KS,Clostridium Difficile (C.Diff),HAI_6_SIR,0.830,,04/01/2017,03/31/2018
LA,Clostridium Difficile (C.Diff),HAI_6_SIR,0.734,,04/01/2017,03/31/2018
ME,Clostridium Difficile (C.Diff),HAI_6_SIR,0.697,,04/01/2017,03/31/2018
NC,Clostridium Difficile (C.Diff),HAI_6_SIR,0.782,,04/01/2017,03/31/2018
NM,Clostridium Difficile (C.Diff),HAI_6_SIR,0.990,,04/01/2017,03/31/2018
VA,Clostridium Difficile (C.Diff),HAI_6_SIR,0.689,,04/01/2017,03/31/2018
VI,Clostridium Difficile (C.Diff),HAI_6_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.978,,04/01/2017,03/31/2018
CT,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.933,,04/01/2017,03/31/2018
DC,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,1.002,,04/01/2017,03/31/2018
DE,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.866,,04/01/2017,03/31/2018
GU,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.910,,04/01/2017,03/31/2018
IL,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.965,,04/01/2017,03/31/2018
IN,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.837,,04/01/2017,03/31/2018
