State,Measure Name,Measure ID,Number of Hospitals Worse,Number of Hospitals Same,Number of Hospitals Better,Number of Hospitals Too Few,Footnote,Measure Start Date,Measure End Date
CO,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,45,0,1,,10/01/2015,06/30/2017
CO,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,1,43,1,0,,10/01/2015,06/30/2017
CO,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,2,39,0,3,,10/01/2015,06/30/2017
CO,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,1,41,0,3,,10/01/2015,06/30/2017
CO,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,27,0,16,,10/01/2015,06/30/2017
CO,Pressure Ulcer Rate,PSI_3_ULCER,1,44,0,0,,10/01/2015,06/30/2017
CO,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,45,0,1,,10/01/2015,06/30/2017
CO,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,44,1,0,,10/01/2015,06/30/2017
CO,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,45,0,0,,10/01/2015,06/30/2017
CO,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,45,0,0,,10/01/2015,06/30/2017
CO,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,7,37,1,0,,10/01/2015,06/30/2017
CT,Death rate for heart attack patients,MORT_30_AMI,0,26,0,4,,07/01/2014,06/30/2017
CT,Death rate for heart failure patients,MORT_30_HF,0,27,2,2,,07/01/2014,06/30/2017
CT,Death rate for pneumonia patients,MORT_30_PN,0,27,3,1,,07/01/2014,06/30/2017
CT,Death rate for COPD patients,MORT_30_COPD,1,24,3,2,,07/01/2014,06/30/2017
CT,Death rate for stroke patients,MORT_30_STK,1,25,0,4,,07/01/2014,06/30/2017
CT,Death rate for CABG surgery patients,MORT_30_CABG,0,10,0,0,,07/01/2014,06/30/2017
CT,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,4,20,1,2,,04/01/2014,03/31/2017
CT,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,5,25,0,Not Available,,10/01/2015,06/30/2017
CT,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,29,0,1,,10/01/2015,06/30/2017
CT,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,1,26,0,0,,10/01/2015,06/30/2017
CT,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,27,0,0,,10/01/2015,06/30/2017
CT,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,27,0,0,,10/01/2015,06/30/2017
CT,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,1,18,0,7,,10/01/2015,06/30/2017
CT,Pressure Ulcer Rate,PSI_3_ULCER,7,22,0,1,,10/01/2015,06/30/2017
CT,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,29,0,1,,10/01/2015,06/30/2017
CT,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,26,0,1,,10/01/2015,06/30/2017
CT,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,26,0,0,,10/01/2015,06/30/2017
CT,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,26,0,1,,10/01/2015,06/30/2017
CT,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,1,25,0,1,,10/01/2015,06/30/2017
DC,Death rate for heart attack patients,MORT_30_AMI,0,8,0,0,,07/01/2014,06/30/2017
DC,Death rate for heart failure patients,MORT_30_HF,0,6,2,0,,07/01/2014,06/30/2017
DC,Death rate for pneumonia patients,MORT_30_PN,0,7,1,0,,07/01/2014,06/30/2017
DC,Death rate for COPD patients,MORT_30_COPD,0,7,0,0,,07/01/2014,06/30/2017
DC,Death rate for stroke patients,MORT_30_STK,0,7,0,0,,07/01/2014,06/30/2017
DC,Death rate for CABG surgery patients,MORT_30_CABG,0,1,1,1,,07/01/2014,06/30/2017
DC,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,5,0,2,,04/01/2014,03/31/2017
DC,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,2,5,0,Not Available,,10/01/2015,06/30/2017
DC,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,7,0,0,,10/01/2015,06/30/2017
DC,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,2,5,0,0,,10/01/2015,06/30/2017
DC,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,7,0,0,,10/01/2015,06/30/2017
DC,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,1,6,0,0,,10/01/2015,06/30/2017
DC,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,5,0,2,,10/01/2015,06/30/2017
DC,Pressure Ulcer Rate,PSI_3_ULCER,2,5,0,0,,10/01/2015,06/30/2017
DC,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,7,0,0,,10/01/2015,06/30/2017
DC,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,6,0,1,,10/01/2015,06/30/2017
DC,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,6,0,0,,10/01/2015,06/30/2017
DC,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,6,0,1,,10/01/2015,06/30/2017
DC,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,1,5,0,1,,10/01/2015,06/30/2017
DE,Death rate for heart attack patients,MORT_30_AMI,0,6,0,1,,07/01/2014,06/30/2017
DE,Death rate for heart failure patients,MORT_30_HF,0,6,1,0,,07/01/2014,06/30/2017
DE,Death rate for pneumonia patients,MORT_30_PN,0,6,1,0,,07/01/2014,06/30/2017
DE,Death rate for COPD patients,MORT_30_COPD,0,6,0,0,,07/01/2014,06/30/2017
DE,Death rate for stroke patients,MORT_30_STK,0,5,1,0,,07/01/2014,06/30/2017
DE,Death rate for CABG surgery patients,MORT_30_CABG,0,3,0,0,,07/01/2014,06/30/2017
DE,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,4,2,0,,04/01/2014,03/31/2017
DE,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,1,5,0,Not Available,,10/01/2015,06/30/2017
DE,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,6,0,0,,10/01/2015,06/30/2017
DE,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,0,6,0,0,,10/01/2015,06/30/2017
DE,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,6,0,0,,10/01/2015,06/30/2017
DE,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,6,0,0,,10/01/2015,06/30/2017
DE,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,5,0,1,,10/01/2015,06/30/2017
DE,Pressure Ulcer Rate,PSI_3_ULCER,1,5,0,0,,10/01/2015,06/30/2017
DE,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,6,0,0,,10/01/2015,06/30/2017
DE,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,5,1,0,,10/01/2015,06/30/2017
DE,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,6,0,0,,10/01/2015,06/30/2017
DE,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,6,0,0,,10/01/2015,06/30/2017
DE,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,1,4,1,0,,10/01/2015,06/30/2017
GU,Death rate for heart attack patients,MORT_30_AMI,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
GU,Death rate for heart failure patients,MORT_30_HF,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
GU,Death rate for pneumonia patients,MORT_30_PN,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
GU,Death rate for COPD patients,MORT_30_COPD,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
GU,Death rate for stroke patients,MORT_30_STK,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
GU,Death rate for CABG surgery patients,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2014,06/30/2017
GU,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,04/01/2014,03/31/2017
GU,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
GU,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
GU,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
IL,Death rate for COPD patients,MORT_30_COPD,2,156,5,14,,07/01/2014,06/30/2017
GU,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
GU,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
GU,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
GU,Pressure Ulcer Rate,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
GU,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
GU,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
GU,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
GU,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
GU,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017
IA,Death rate for heart attack patients,MORT_30_AMI,0,28,0,83,,07/01/2014,06/30/2017
IA,Death rate for heart failure patients,MORT_30_HF,3,86,0,29,,07/01/2014,06/30/2017
IA,Death rate for pneumonia patients,MORT_30_PN,4,112,1,2,,07/01/2014,06/30/2017
IA,Death rate for COPD patients,MORT_30_COPD,3,72,0,41,,07/01/2014,06/30/2017
IA,Death rate for stroke patients,MORT_30_STK,2,42,0,71,,07/01/2014,06/30/2017
IA,Death rate for CABG surgery patients,MORT_30_CABG,0,10,0,2,,07/01/2014,06/30/2017
IA,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2,51,0,23,,04/01/2014,03/31/2017
IA,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,2,32,0,Not Available,,10/01/2015,06/30/2017
IA,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,1,33,0,0,,10/01/2015,06/30/2017
IA,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,0,34,0,0,,10/01/2015,06/30/2017
IA,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,32,0,1,,10/01/2015,06/30/2017
IA,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,34,0,0,,10/01/2015,06/30/2017
IA,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,20,0,13,,10/01/2015,06/30/2017
IA,Pressure Ulcer Rate,PSI_3_ULCER,1,32,1,0,,10/01/2015,06/30/2017
IA,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,34,0,0,,10/01/2015,06/30/2017
IA,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,33,0,0,,10/01/2015,06/30/2017
IA,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,33,0,0,,10/01/2015,06/30/2017
IA,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,33,0,0,,10/01/2015,06/30/2017
IA,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,6,27,0,0,,10/01/2015,06/30/2017
IL,Death rate for heart attack patients,MORT_30_AMI,0,105,3,71,,07/01/2014,06/30/2017
IL,Death rate for heart failure patients,MORT_30_HF,8,145,16,13,,07/01/2014,06/30/2017
IL,Death rate for pneumonia patients,MORT_30_PN,10,154,14,4,,07/01/2014,06/30/2017
IL,Death rate for stroke patients,MORT_30_STK,0,107,5,63,,07/01/2014,06/30/2017
IL,Death rate for CABG surgery patients,MORT_30_CABG,1,48,1,13,,07/01/2014,06/30/2017
IL,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,1,113,1,26,,04/01/2014,03/31/2017
IL,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,7,115,3,Not Available,,10/01/2015,06/30/2017
IL,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,125,0,0,,10/01/2015,06/30/2017
IL,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,12,109,0,1,,10/01/2015,06/30/2017
IL,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,117,0,6,,10/01/2015,06/30/2017
IL,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,1,122,0,0,,10/01/2015,06/30/2017
IL,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,83,0,34,,10/01/2015,06/30/2017
IL,Pressure Ulcer Rate,PSI_3_ULCER,5,119,1,0,,10/01/2015,06/30/2017
IL,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,125,0,0,,10/01/2015,06/30/2017
IL,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,6,106,1,7,,10/01/2015,06/30/2017
IL,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,3,118,0,1,,10/01/2015,06/30/2017
IL,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,114,0,6,,10/01/2015,06/30/2017
IL,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,6,103,4,7,,10/01/2015,06/30/2017
IN,Death rate for heart attack patients,MORT_30_AMI,0,63,0,52,,07/01/2014,06/30/2017
IN,Death rate for heart failure patients,MORT_30_HF,4,99,4,14,,07/01/2014,06/30/2017
IN,Death rate for pneumonia patients,MORT_30_PN,6,103,2,9,,07/01/2014,06/30/2017
IN,Death rate for COPD patients,MORT_30_COPD,3,101,3,11,,07/01/2014,06/30/2017
IN,Death rate for stroke patients,MORT_30_STK,1,68,3,43,,07/01/2014,06/30/2017
IN,Death rate for CABG surgery patients,MORT_30_CABG,2,28,0,7,,07/01/2014,06/30/2017
IN,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,1,81,2,21,,04/01/2014,03/31/2017
IN,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,2,82,1,Not Available,,10/01/2015,06/30/2017
IN,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,85,0,0,,10/01/2015,06/30/2017
IN,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,0,81,2,1,,10/01/2015,06/30/2017
IN,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,77,0,7,,10/01/2015,06/30/2017
IN,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,82,0,2,,10/01/2015,06/30/2017
IN,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,49,0,26,,10/01/2015,06/30/2017
IN,Pressure Ulcer Rate,PSI_3_ULCER,1,80,3,1,,10/01/2015,06/30/2017
IN,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,85,0,0,,10/01/2015,06/30/2017
IN,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,2,79,0,3,,10/01/2015,06/30/2017
IN,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,82,1,1,,10/01/2015,06/30/2017
IN,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1,80,0,3,,10/01/2015,06/30/2017
IN,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,2,77,1,4,,10/01/2015,06/30/2017
KS,Death rate for heart attack patients,MORT_30_AMI,0,25,0,86,,07/01/2014,06/30/2017
KS,Death rate for heart failure patients,MORT_30_HF,4,71,2,53,,07/01/2014,06/30/2017
KS,Death rate for pneumonia patients,MORT_30_PN,6,107,3,14,,07/01/2014,06/30/2017
KS,Death rate for COPD patients,MORT_30_COPD,0,71,0,54,,07/01/2014,06/30/2017
KS,Death rate for stroke patients,MORT_30_STK,1,33,0,87,,07/01/2014,06/30/2017
KS,Death rate for CABG surgery patients,MORT_30_CABG,1,13,0,1,,07/01/2014,06/30/2017
KS,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,44,1,8,,04/01/2014,03/31/2017
KS,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,2,46,3,Not Available,,10/01/2015,06/30/2017
KS,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,1,49,0,1,,10/01/2015,06/30/2017
KS,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,0,45,1,2,,10/01/2015,06/30/2017
KS,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,36,0,7,,10/01/2015,06/30/2017
KS,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,41,0,8,,10/01/2015,06/30/2017
KS,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,18,1,16,,10/01/2015,06/30/2017
KS,Pressure Ulcer Rate,PSI_3_ULCER,0,47,1,2,,10/01/2015,06/30/2017
KS,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,51,0,0,,10/01/2015,06/30/2017
KS,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,1,43,0,3,,10/01/2015,06/30/2017
KS,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,46,0,2,,10/01/2015,06/30/2017
KS,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,44,0,3,,10/01/2015,06/30/2017
KS,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,2,38,4,3,,10/01/2015,06/30/2017
LA,Death rate for heart attack patients,MORT_30_AMI,1,42,0,56,,07/01/2014,06/30/2017
LA,Death rate for heart failure patients,MORT_30_HF,1,78,4,22,,07/01/2014,06/30/2017
LA,Death rate for pneumonia patients,MORT_30_PN,2,88,5,11,,07/01/2014,06/30/2017
LA,Death rate for COPD patients,MORT_30_COPD,0,79,1,22,,07/01/2014,06/30/2017
LA,Death rate for stroke patients,MORT_30_STK,0,46,1,50,,07/01/2014,06/30/2017
LA,Death rate for CABG surgery patients,MORT_30_CABG,0,25,0,7,,07/01/2014,06/30/2017
LA,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,1,52,0,21,,04/01/2014,03/31/2017
LA,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,3,84,1,Not Available,,10/01/2015,06/30/2017
LA,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,86,0,2,,10/01/2015,06/30/2017
LA,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,1,73,1,7,,10/01/2015,06/30/2017
LA,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,61,0,17,,10/01/2015,06/30/2017
LA,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,1,72,0,9,,10/01/2015,06/30/2017
LA,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,29,0,29,,10/01/2015,06/30/2017
LA,Pressure Ulcer Rate,PSI_3_ULCER,5,76,0,7,,10/01/2015,06/30/2017
LA,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,86,0,2,,10/01/2015,06/30/2017
LA,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,1,66,0,10,,10/01/2015,06/30/2017
LA,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,73,0,8,,10/01/2015,06/30/2017
LA,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1,68,0,11,,10/01/2015,06/30/2017
LA,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,5,59,0,15,,10/01/2015,06/30/2017
ME,Death rate for heart attack patients,MORT_30_AMI,0,28,0,7,,07/01/2014,06/30/2017
ME,Death rate for heart failure patients,MORT_30_HF,2,31,0,2,,07/01/2014,06/30/2017
ME,Death rate for pneumonia patients,MORT_30_PN,1,32,1,1,,07/01/2014,06/30/2017
ME,Death rate for COPD patients,MORT_30_COPD,1,32,0,1,,07/01/2014,06/30/2017
ME,Death rate for stroke patients,MORT_30_STK,1,28,0,5,,07/01/2014,06/30/2017
ME,Death rate for CABG surgery patients,MORT_30_CABG,0,3,0,0,,07/01/2014,06/30/2017
ME,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,26,0,4,,04/01/2014,03/31/2017
ME,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,1,16,0,Not Available,,10/01/2015,06/30/2017
ME,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,17,0,0,,10/01/2015,06/30/2017
ME,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,0,17,0,0,,10/01/2015,06/30/2017
ME,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,1,15,0,1,,10/01/2015,06/30/2017
ME,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,17,0,0,,10/01/2015,06/30/2017
ME,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,6,0,11,,10/01/2015,06/30/2017
ME,Pressure Ulcer Rate,PSI_3_ULCER,2,15,0,0,,10/01/2015,06/30/2017
ME,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,17,0,0,,10/01/2015,06/30/2017
ME,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,17,0,0,,10/01/2015,06/30/2017
ME,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,17,0,0,,10/01/2015,06/30/2017
ME,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,16,1,0,,10/01/2015,06/30/2017
ME,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,1,15,1,0,,10/01/2015,06/30/2017
NC,Death rate for heart attack patients,MORT_30_AMI,0,74,1,28,,07/01/2014,06/30/2017
NC,Death rate for heart failure patients,MORT_30_HF,3,93,3,11,,07/01/2014,06/30/2017
NC,Death rate for pneumonia patients,MORT_30_PN,20,81,4,5,,07/01/2014,06/30/2017
NC,Death rate for COPD patients,MORT_30_COPD,7,88,1,9,,07/01/2014,06/30/2017
NC,Death rate for stroke patients,MORT_30_STK,3,82,0,20,,07/01/2014,06/30/2017
NC,Death rate for CABG surgery patients,MORT_30_CABG,0,20,2,1,,07/01/2014,06/30/2017
NC,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,3,72,5,11,,04/01/2014,03/31/2017
NC,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,2,76,6,Not Available,,10/01/2015,06/30/2017
NC,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,84,0,0,,10/01/2015,06/30/2017
NC,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,4,76,1,0,,10/01/2015,06/30/2017
NC,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,78,0,2,,10/01/2015,06/30/2017
NC,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,79,0,2,,10/01/2015,06/30/2017
NC,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,4,42,0,31,,10/01/2015,06/30/2017
NC,Pressure Ulcer Rate,PSI_3_ULCER,6,75,3,0,,10/01/2015,06/30/2017
NC,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,84,0,0,,10/01/2015,06/30/2017
NC,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,1,67,3,3,,10/01/2015,06/30/2017
NC,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,80,0,0,,10/01/2015,06/30/2017
NC,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,72,0,2,,10/01/2015,06/30/2017
NC,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,3,65,4,2,,10/01/2015,06/30/2017
NM,Death rate for heart attack patients,MORT_30_AMI,0,13,0,25,,07/01/2014,06/30/2017
NM,Death rate for heart failure patients,MORT_30_HF,0,29,1,10,,07/01/2014,06/30/2017
NM,Death rate for pneumonia patients,MORT_30_PN,0,39,0,2,,07/01/2014,06/30/2017
NM,Death rate for COPD patients,MORT_30_COPD,0,31,0,8,,07/01/2014,06/30/2017
NM,Death rate for stroke patients,MORT_30_STK,1,16,0,20,,07/01/2014,06/30/2017
NM,Death rate for CABG surgery patients,MORT_30_CABG,0,5,0,0,,07/01/2014,06/30/2017
NM,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,1,17,0,7,,04/01/2014,03/31/2017
NM,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,2,30,0,Not Available,,10/01/2015,06/30/2017
NM,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,29,0,3,,10/01/2015,06/30/2017
NM,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,0,25,0,1,,10/01/2015,06/30/2017
